NOTES FOR MIGRATION TEAM,Name,Description,Region,Type,City,Partners,Image 1,Image 2,Image 3,Image 4,Image 5,Library,Shop,Restaurant,Additional Restaurants ,Bar,Gym,Spa,Jacuzzi,Pool,Sauna ,Steam Room,Massage,Elevator,Laundry,Room Service,Meals Available,Food & Drink Description,WiFi,Phone Signal,Capacity,Year Built,Minimum Age,Check in Time,Check Out Time,Inspected by 1,Date 1,Inspection Notes 1,Inspected by 2,Date 2,Inspection Notes 2,Inspected by 3,Date 3,Inspection Notes 3,What we like about this hotel,We think its worth noting,Recommendations,Swooper,What they say about this accommodation,Video URL,FAQs,"Location
(Ground Accommodation only)",Breakfast End Time,"Check in Time
(with ranges)","Check Out Time
(with ranges)"
,Del Nómade,"This eco-lodge won first prize in the inaugural 'Green Hotels of Argentina' contest and is just a five minute walk from Pirámides Beach. It's set amongst lovely gardens and is close to all of the restaurants. There are eight double rooms, all with private bathrooms, and the ground-floor rooms have private terraces. The buffet breakfasts are wonderful, including plenty of homemade produce, and the staff are extremely friendly and helpful.",Peninsula Valdes,Standard Hotel,Puerto Pirámides,Causana Viaje,https://imgix.swoop-patagonia.com/HOTEL_3_HOTEL_RTD_Del_Nomade_Valdes.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Desertica,"This 12-room three-star boutique hotel is located right in the centre of town. It's built around an orchard which provides plenty of quiet spaces to sit. There's a stylish mid-sized pool, but it's on view to those coming and going from reception. Solar energy powers the hotel; WiFi is available and there are no televisions.",Atacama,Standard Hotel,San Pedro de Atacama,Southbound,https://imgix.swoop-patagonia.com/DESERTICA_4_DESERTICA_RTD_Room-at-the-Desertica.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Destino Sur,"A very clean and comfortable hotel with modern, alpine-styled rooms, it's a big hit with travellers looking for a lovely place to come home to each night with a good breakfast for the morning. You are less than a kilometre from Los Glaciares National Park and the hotel has a small indoor pool/spa, a sauna and mountain views from most of the rooms. Customers also recognise the hard work of the staff at Destino Sur each year.",Los Glaciares,Premium Hotel,El Chalten,Walk Patagonia,https://imgix.swoop-patagonia.com/DestinoSur_4_RTD_Exterior.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Don Tomas,"This is another option on the edge of town, but that's not much of a problem given the size of San Pedro - it's only a 15-minute stroll to the centre. The friendly staff have varying proficiency in English but are always smiling and doing their best to help. Overall Don Tomas is a good, mid-range hotel with soft, large beds in clean, spacious rooms.",Atacama,Standard Hotel,San Pedro de Atacama,Southbound,https://imgix.swoop-patagonia.com/DONTOMAS_4_DONTOMAS_RTD_Room-at-Don-Tomas-San-Pedro-de-Atacama.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Dreams Coyhaique,"Like a modern beacon amongst the traditional wooden houses, Dreams hotel is Coyhaique's biggest hotel and towers above its surroundings. With great height comes stunning views, you can eat your breakfast looking out across the city, all the way to the tree-clad hills in the distance. The staff have easy smiles, are incredibly helpful and speak good English. The rooms are typical of an upmarket hotel, with a swirling patterns on the carpet and a wooden finish to furniture. There is a casino, sky bar and buffet restaurant on site, and it's located just a short walk from the main square.",Aysen,Premium Hotel,Coyhaique,Senderos Aysen,https://imgix.swoop-patagonia.com/HOTEL_3_HOTEL_RTD_Dreams_Coyhaique.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Duhau Palace - Park Hyatt,Park Hyatt is a luxury hotel located in the traditional Recoleta neighbourhood. The two-building complex combines the elegance of an aristocratic palace with sophisticated contemporary design. Enjoy the experience of a residential stay in spacious rooms and suites; explore Argentine haute cuisine from talented chefs; see a curated private art collection; Relax in (possibly) the best spa in Buenos Aires and delight in memorable experiences in its inspiring gardens.,Buenos Aires,Premium Hotel,Buenos Aires,H&T,https://imgix.swoop-patagonia.com/SWO_RTD_3_Duhau-Palace.png,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,EcoCamp,"EcoCamp is situated in the heart of Torres del Paine National Park in a beautiful site with stunning sunset views out to the iconic Towers. The campsite consists of a series of cosy geodesic domes linked together by wooden walkways, as well as a larger dome that serves as a restaurant and bar, and offers a relaxed, sociable atmosphere after a day's hiking in the park. Each dome includes a private terrace, en-suite bathroom and a wood stove that is lit for guests every evening. EcoCamp is run along strict low-impact environmental guidelines, with solar power, biofilter water systems, composting facilities and its own vegetable garden. EcoCamp: Essential information: Within walking distance of the trailhead of the Base of the Towers trek - Option to take a multi-day hike on the W or Full Circuit trail with some of the nights at the camp and others in refugios - Multiple excursions offered every day, including a puma tracking programme for wildlife enthusiasts - Dedicated yoga dome and massage treatments available - Friendly communal atmosphere, where you have dinner with your group from the day's excursion",Torres del Paine,Glamping,Torres del Paine,Cascada,https://imgix.swoop-patagonia.com/16138313578_9f64a16156_k.jpg,https://imgix.swoop-patagonia.com/SWO_5_Charlie_ALL_eco-camp-path-yoga-dome.jpg,https://imgix.swoop-patagonia.com/SWO_5_Charlie_ALL_eco-camp-contemplation-trail.jpg,https://imgix.swoop-patagonia.com/EcoCamp_4_RTD_Drone.jpg,https://imgix.swoop-patagonia.com/SWO_4_BLOG_ALL_Eco_Yurt_Camp.jpg,TRUE,TRUE,TRUE,FALSE,TRUE,No,No,No,No,No,No,No,FALSE,Included,TRUE,"Breakfast, Lunch, Dinner, Snacks",,TRUE,FALSE,75,2001,6,15:00:00,11:00:00,Imogen,2024-11-01,,Hannah,2024-11-01,,Marcela,2024-04-01,,"<ul><li>The camp’s sustainability and eco-friendly ethos mean minimum impact on the park</li><li>Located right by the trailhead, you can walk to the towers from your dome</li><li>EcoCamp has amazing views across to the iconic Paine Massif, particularly stunning at sunrise and sunset</li><li>The Community Domes, with terraces for lounging and enjoying the view, a chillout area, twice daily yoga sessions and a welcoming bar, give a relaxed and communal feel&nbsp;</li><li>Fall asleep gazing at the stars through your dome skylight</li></ul>","<ul><li>There is no WIFI at EcoCamp and whilst we love a digital detox, it isn't for everyone</li><li>Composting toilets are an important part of EcoCamp's sustainability commitment but they do come with a natural odour.&nbsp;</li><li>The Standard domes have a shared toilet and when the camp is full you may need to queue. It can also be cold and may require a wet dash from the dome to the toilet block at night</li><li>Meals at the EcoCamp are eaten at long tables and introverts may not love this group dynamic. It is great for solo travellers though.&nbsp;</li></ul>",,Chloe O'Keeffe,"The guides at EcoCamp think of themselves as hosts welcoming you into their home, and the entire place brims with conviviality and warmth - it has the spirit of a backpackers’ hostel, but with much better beds!",https://www.youtube.com/watch?v=6Ujl_vqf7dc,,,,15:00,11:00
,El Casco,"On the shores of Nahuel Huapi Lake, this hotel provides luxurious accommodation in a building designed to complement its surroundings. El Casco is an 'art hotel' with a large collection of Argentinian artwork, with each of its suites named after an artist and containing some of his work. The hotel's location makes it well-suited for those looking for an adventure in the Argentinian lake district, without sacrificing any comfort.",Arg Lakes,Premium Hotel,Bariloche ,AndesTrack,https://imgix.swoop-patagonia.com/Hotel-El-Casco.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,El Galpon del Glaciar,"About a half hours’ drive from El Calafate on the shores of Lago Argentina, El Galpon del Glaciar is an estancia that has been converted into a rustic boutique guesthouse. The ranch still raises sheep and has sheepdog demonstrations and shearing, plus evening tango in the restaurant. To connect with nature, you can saddle up your horse here, with full or half day excursions for riders of all levels of experience. The diverse landscape here means that you can ride on the beach and dunes as well as the pampa. The lakeside location gives access to the nearby Reserva Natural Laguna de los Pájaros, where there are hides for observing many species of water bird, including flocks of flamingos.",Los Glaciares,Estancia,El Calafate,Walk Patagonia,https://imgix.swoop-patagonia.com/SWO_5_ALL_ChloeMazille_estancia-galpon-glaciares.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,El Mirador de Guadal,"Perched on the shores of Lago General Carrera with views of its turquoise waters, snow-capped mountains and the Northern Patagonian Ice Field, El Mirador de Guadal is a lodge that will make you never want to leave. Bright, spacious wooden cabins with huge windows, natural, simple decor, wood burners and terraces overlooking the lake are dotted along the lakeside, all with access to the beach. The lodge offers excursions to the Marble Caves, the Exploradores Valley near Laguna San Rafael National Park, the Baker River and Patagonia National Park.",Aysen,Lodge,Puerto Guadal,Senderos Aysen,https://imgix.swoop-patagonia.com/SWO_4_ALL_SydneyMiller-Mirador-Guadal-cabin-lake-tranquillo.JPG,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,El Paso,"El Paso is one of three campsites in Torres del Paine maintained by CONAF, the national park authority. It's not in proximity to any refugios, so you have nature all to yourself. When operating, the campsite must be booked in advance. Only simple facilities are on offer: wood platforms for pitching tents, cooking shelter and a long-drop toilet. There are no showers.",Torres del Paine,Camping,Torres del Paine,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,El Reloj,"Reloj' means clock, and the hotel is so named after the cuckoo clock which hangs on the wall and chimes every hour. Opened in 2001, it is one of Coyhaique's older hotels. The owner Angel is warm and welcoming, passionate about the building which he transformed from being a saw mill into a comfortable hotel. There is a comfy sitting room reception, a restaurant decorated with plush old world furniture, a sun room to enjoy both sunny and rainy days, and even a small garden filled with fruit trees from which they make jams for breakfast. Despite being just off one of Coyhaique's main streets, El Relj backs onto the Coyhaique river with views across the reserve, and looking out across the gorge you really feel like you're out of town.",Aysen,Boutique Hotel,Coyhaique,Senderos Aysen,https://imgix.swoop-patagonia.com/HOTEL_4_HOTEL_RTD_Los_Raices_BB_Coyhaique.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Emperador Hotel,"Indulge in luxury at a hotel where custom-made beds and Italian marble bathrooms await. Located in the elegant Recoleta district, this haven offers a spa, gym, and an indoor pool, all just steps from vibrant dining and cultural attractions. Unwind in refined comfort at the Emperador Hotel for an unforgettable Buenos Aires experience.",Buenos Aires,Premium Hotel,Buenos Aires,H&T,https://imgix.swoop-patagonia.com/SWO_3_RTD_Emperador-hotel.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Entre Hielos Lodge,"Entre Hielos Lodge is the best place to stay in Caleta Tortel. Make your way up the wooden stairway that climbs through the trees to spacious lodge, then look out from your bedroom window  across native temperate rainforest and breathe in the clean air. Rooms are warm and relaxing with walls made from Guaitecas Cypress wood. All have comfortable beds with thick down duvets, en suite bathrooms and central heating. You can do a number of excursions from the lodge, including boat rides down the Baker River and visits to nearby glaciers. Dine at the lodge's own restaurant, which provides classic Patagonian dishes made with local ingredients.",Aysen,Lodge,Caleta Tortel,Senderos Aysen,https://imgix.swoop-patagonia.com/SWO_4_SallyDodge_ALL_caleta-tortel-entre-hielos.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,EOLO,"If you're looking for a place of luxury and hosts who will pamper you and provide private guides for excursions, hotel EOLO is the place for you. Go horse riding (for a small additional cost), trekking and mountain biking, or wildlife spotting amid the great vistas of La Anita Valley and Mount Frias, knowing that a tasteful and comfortable home is awaiting you at the end of your day.",Los Glaciares,Premium Hotel,El Calafate,H&T,https://imgix.swoop-patagonia.com/Eolo_RTD_location.jpg,https://imgix.swoop-patagonia.com/EOLO-RTD-evening-sky-crop.jpg,https://imgix.swoop-patagonia.com/SWO_5_ALL_DannyMiddleton_eolo-3.jpg,https://imgix.swoop-patagonia.com/SWO_5_ALL_DannyMiddleton_eolo-horse.jpg,https://imgix.swoop-patagonia.com/EOLO-RTD-Restaurant-2.jpg,TRUE,TRUE,TRUE,FALSE,TRUE,No,Included,No,Included,Included,No,Included,FALSE,Included,TRUE,"Breakfast, Lunch, Dinner, Snacks",,TRUE,FALSE,40,1997,12,14:00:00,12:00:00,Agustin,2024-04-01,,Lujan,2024-04-01,,Cecilia,2024-04-01,,"<ul><li>Only a 20-minute drive from El Calafate, Eolo feels just remote enough without requiring long travel times to get there.</li><li>The sense of isolation and peace that brings.&nbsp;</li><li>Sip a glass of Malbec while watching the changing light on the landscape through the floor-to-ceiling windows.</li><li>The service is faultless, with attentive, welcoming staff.</li><li>Eolo is a Relais &amp; Chateaux hotel, and the fresh, beautifully presented food does not disappoint.</li><li>Go horseriding, trekking, mountain biking or wildlife spotting amid the great vistas of La Anita Valley and Mount Frias.</li></ul>",<ul><li>There are not many included activities on the all-inclusive program so extra costs will be incurred.</li><li>Eolo does book out in advance so plan ahead.</li></ul>,,Agustin Orso,"What a place. It's great for itineraries in Los Glaciares and probably the most tranquil hotel I've ever visited.  The General Manager, Valentin has been there for 16 years and is an incredible host. It also has my second favourite view from any hotel (after Explora Torres Del Paine!)",https://www.youtube.com/watch?v=1oE6TVhBDgQ,,,,14:00,12:00
,Errante EcoLodge,"As a base to explore Navarino Island, Errante Ecolodge is a unique and inspiring choice. Their excursions include treks to the island’s best lookouts, kayaking the Beagle Channel, bird watching, and cultural visits to Puerto Williams and the nearby ethno-botanical park. For those seeking deeper adventure, it’s an ideal place to base yourself before and after the Dientes de Navarino trek. You’ll also find thoughtful architecture, a strong sustainability focus, and a creative, community-driven atmosphere that sets it apart.",Tierra del Fuego,Lodge,Navarino Island,Errante EcoLodge,https://imgix.swoop-patagonia.com/SWO_5_ALL_Danny_Errante_location.jpg,https://imgix.swoop-patagonia.com/SWO_5_ALL_Danny_Errante_Hottub.jpg,https://imgix.swoop-patagonia.com/SWO_5_ALL_Danny_Errante_cat.jpg,https://imgix.swoop-patagonia.com/SWO_5_ALL_Danny_Errante_exterior.jpg,https://imgix.swoop-patagonia.com/SWO_5_ALL_Danny_Errante_wood.jpg,FALSE,TRUE,TRUE,FALSE,TRUE,No,No,No,No,No,No,No,FALSE,Included,TRUE,"Breakfast, Lunch, Dinner, Snacks",,TRUE,FALSE,30,,1,15:00:00,10:00:00,David,2024-11-01,,Danny,2024-03-01,,,,,"<ul><li>The whole place is beautifully (and sensitively) integrated into the natural surroundings.</li><li style=""--tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">You'll have incredible views over the Beagle Channel.&nbsp;</li><li>The entire lodge is 100% solar powered, with hydropower capacity currently being constructed.</li><li>Fantastic and tasty, locally-sourced food, based mostly on organic seafood and salmon is some of the best you'll try in Patagonia</li><li>There are some superb and diverse excursions with the guarantee of returning to the comfort and peace of the lodge every evening.</li><li>Advanced trekking options can be arranged—with camping overnight—for the ultimate&nbsp;outdoor experience at the end of the world.&nbsp;</li></ul>","<ul><li>You could almost categorise it as a 'luxury refugio' , blending incredible cuisine with an unstructured and relaxed hostel vibe feel to the place. Visitors will need to go-with-the-flow.</li><li>The service is not polished but is friendly and down-to-earth, suiting those who enjoy a more casual style.</li><li>The closest restaurant and shop outside of the lodge is in Puerto Williams, 6km away.&nbsp;</li><li>The owner Jorge lives on site, and one of the bedrooms is still dedicated to his dental practice - a quirky aspect of this lodge.&nbsp;</li><li>There are no TVs in any of the rooms or communal spaces.</li></ul>",,David Hilton,"Getting to the southernmost settlement in the world - Puerto Toro - on Errante's ‘public boat’ service around the island is one of the best things I've done in decades of travel experiences in Patagonia. The virtuous community work done by Jorge, Constanza and their team simply blew me away.",,,,,15:00,10:00
